nodes,group_size,rep,mode,payload_bytes,op_id,root,group_idx,size,legs,start_ns,complete_ns,duration_ns,matrix_path,link_crosses
16,2,57,baseline,,1,7,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r57.cm,7
16,2,57,mcast,,1,7,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r57.cm,7
16,2,58,baseline,,1,12,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r58.cm,11
16,2,58,mcast,,1,12,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r58.cm,11
16,2,59,baseline,,1,15,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r59.cm,11
16,2,59,mcast,,1,15,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r59.cm,11
16,2,60,baseline,,1,12,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r60.cm,11
16,2,60,mcast,,1,12,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r60.cm,11
16,2,61,baseline,,1,7,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r61.cm,11
16,2,61,mcast,,1,7,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r61.cm,11
16,2,62,baseline,,1,10,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r62.cm,11
16,2,62,mcast,,1,10,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r62.cm,11
16,2,63,baseline,,1,1,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r63.cm,11
16,2,63,mcast,,1,1,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r63.cm,11
16,2,64,baseline,,1,6,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r64.cm,7
16,2,64,mcast,,1,6,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r64.cm,7
16,2,65,baseline,,1,10,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r65.cm,11
16,2,65,mcast,,1,10,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r65.cm,11
16,2,66,baseline,,1,8,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r66.cm,7
16,2,66,mcast,,1,8,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r66.cm,7
16,2,67,baseline,,1,15,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r67.cm,11
16,2,67,mcast,,1,15,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r67.cm,11
16,2,68,baseline,,1,6,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r68.cm,11
16,2,68,mcast,,1,6,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r68.cm,11
